meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X5,6.443344884610215,6.443344884610215,6.172173941053924,6.140685704175517,6.110990993072273,6.008210829893721,5.978516118790476,6.090529816897923,6.016458346488416,6.0912610039458475,5.992459612545207,6.0950787991571325,6.311429347497715,6.311429347497715,6.311429347497715,6.311429347497715,6.311429347497715,6.311429347497715,6.340735452847335,6.311429347497715,6.311429347497715,6.340735452847335,6.311429347497715,6.311429347497715,151.2083413161283,151.29020822953112,144.9320604886887,144.9320604886887,144.9320604886887,151.29020822953112,150.60955010974212,138.2246161258795,144.33326928230252,144.33326928230252,4409.067157923927,4407.625141347116,4604.2400291417325,4760.339835283459,4606.055720803877
X7,1.324154102910564,1.3926722794961444,1.3624484668429706,1.324154102910564,1.3926722794961444,1.3684088150131877,1.3624484668429706,1.429912395019292,1.4329656904688102,1.4329656904688102,1.4329656904688102,1.4329656904688102,1.4329656904688102,1.3964210529767165,1.3964210529767165,1.3964210529767165,1.3964210529767165,1.3964210529767165,1.3964210529767165,1.3926722794961444,1.3926722794961444,1.3926722794961444,1.3926722794961444,1.3719291689280737,33.48452772743372,33.48452772743372,33.14596731401206,32.011073556082884,33.48452772743372,33.48452772743372,33.48452772743372,32.65631988362611,33.48452772743372,33.48452772743372,1009.274874054133,1009.274874054133,977.4163397761521,1009.411753674908,976.9081172299698
X10,2.6136025557245945,3.816313080196186,3.816313080196186,3.9258774124167024,3.816313080196186,3.437189050962917,3.3276247187424017,3.437189050962917,5.333005423003697,5.6121953723335904,5.6121953723335904,5.0839518304804825,5.6121953723335904,5.6121953723335904,5.6121953723335904,5.295087268394126,5.295087268394126,5.295087268394126,5.295087268394126,3.2582115862746406,3.2582115862746406,3.2582115862746406,3.2582115862746406,3.2582115862746406,88.69655115438525,63.913751799871356,67.82271315896972,67.82271315896972,64.53283095529906,87.6973960402935,89.13988348310471,72.20336521523228,85.47938308986316,85.92271541858265,2170.5995207306305,2171.6083273140357,2097.1466910364584,2165.6615264670086,2097.1466910364584
X16,3.716996864830065,3.962426621391749,4.046751762253997,3.962426621391749,4.004592179638851,4.060676059385935,3.828424790927429,4.004592179638851,4.271202758930809,4.392443709448402,4.81145475939265,4.6070498474290575,5.036207551045856,5.036207551045856,5.036207551045856,5.028494573508414,5.028494573508414,4.599336869891616,5.061110658864153,5.036207551045856,5.036207551045856,4.742852932692354,4.061820198380657,4.066860944025934,90.33140352667385,90.0546334092983,90.0546334092983,90.0546334092983,90.0546334092983,90.33140352667385,90.33140352667385,90.33140352667385,90.0546334092983,90.0546334092983,2863.4533318338927,2863.4533318338927,2771.0838695166713,2777.833542933925,2703.2001844773363
X18,2.5709562930359917,2.5579924849060545,2.5617680403254925,2.5605091880468427,2.5579924849060545,2.5794447602290256,2.6094160064330514,2.6016872080918567,2.583342799624123,2.5748658816856,2.560631672022502,2.583342799624123,2.560631672022502,2.6094160064330514,2.6094160064330514,2.6094160064330514,2.6094160064330514,2.6094160064330514,2.6094160064330514,2.550016246099428,2.550016246099428,2.550016246099428,2.550016246099428,2.550016246099428,61.8982601072958,60.67111227814853,60.67111227814853,60.67111227814853,60.67111227814853,61.8982601072958,61.8982601072958,60.67111227814853,61.8982601072958,61.8982601072958,1895.2330112874472,1896.41389559802,1805.5502898034783,1873.464199700649,1812.3684690537195
X20,0.8829567098903126,0.8829567098903126,0.8829567098903126,0.2423550812909584,0.2697305551473785,0.25222054590884097,0.29624270292944743,0.8829567098903126,0.8866907007519074,0.4599305376754282,0.3448942105945389,0.42847616634389696,0.4658710528057939,0.4665615837723218,0.8918970471096372,0.8829567098903126,0.21123793435913701,0.4386081696015128,0.43600435109626384,0.43600435109626384,0.43600435109626384,0.43600435109626384,0.8918970471096372,0.4683663244586669,20.10042400774517,23.845548752956955,20.10042400774517,11.752266127396386,20.10042400774517,20.10042400774517,23.845548752956955,11.752266127396386,11.752266127396386,20.10042400774517,299.48634519052933,668.6138143385781,797.8581321514927,819.1520942610492,791.8099773325447
X26,1.2447595344047735,1.2550301403094266,1.2550301403094266,1.2550301403094266,1.4166281487512795,1.4329997837749255,1.42798841329769,1.4313653176713708,1.4446090237893792,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4416942596188214,1.432484692572702,1.4446090237893792,1.4446090237893792,1.4446090237893792,1.432484692572702,1.4446090237893792,1.4272455778618198,1.4272455778618198,34.05982791700665,33.64355965419006,34.2101252423247,34.05982791700665,34.2101252423247,34.20382407922749,34.20382407922749,34.20382407922749,33.64355965419006,34.05982791700665,1071.020777923093,1072.2728413741638,1016.2019973094084,1049.3767952080857,1021.3252081577933
X30,3.4455628530754714,2.2941645411398004,2.2941645411398004,2.2941645411398004,2.2941645411398004,2.2941645411398004,2.2941645411398004,2.2941645411398004,2.2941645411398004,2.2941645411398004,3.74177413702944,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,4.775987192641543,3.6202511873992176,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,84.45613598766572,2232.2204894547986,2232.2204894547986,2597.3838719819105,2683.9633343813075,2597.3838719819105
X31,0.28821086835569404,0.4058237464850112,0.40547243634689817,0.4074644737943802,0.4081087723634048,0.4929854066126977,0.4907561623298077,0.4964150710628883,0.4943181981986859,0.5570417118532816,0.5456789754966808,0.565323466598773,0.5648991658598567,0.5598285598324603,0.5470634965542704,0.5573094983071485,0.5240179810200524,0.5025876959625888,0.5196499666216116,0.4904320388249849,0.4862170433650863,0.4929802088523199,0.4998284507542141,0.4039870453197488,12.08267706958736,12.08267706958736,11.719397236876125,11.659046331639251,11.336586685126006,11.659046331639251,11.652530693378225,12.06327897648248,11.612237338379163,12.03920183211192,368.5925098679126,364.82790567316636,330.05155784797057,341.3509645893699,330.4194502380962
X32,0.2936488768082851,0.2676464393646693,0.2677751354431017,0.2677751354431017,0.2703974792929319,0.4938319386379997,0.5147196025817414,0.5286999400235071,0.5449258381713129,0.5723045146543995,0.5686627858898373,0.5861660489419899,0.5637082416018805,0.5490285569909097,0.5448663417642482,0.5682859088228793,0.5637082416018805,0.5637487435995435,0.5637487435995435,0.5435377830449292,0.5435377830449292,0.4881817055228765,0.48232618529314003,0.32566171523226617,11.444039162697244,11.446764136716075,11.439446397174125,11.413397972528033,11.413397972528033,11.446764136716075,11.439446397174125,11.446764136716075,11.444039162697244,11.446764136716075,369.410669496809,369.4603454575743,337.40283636040834,349.6002623385272,338.3732731649692
X35,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,0.14414727494329274,4.473807003512907,4.473807003512907,4.326592864460333,4.470812626609012,4.326592864460333
X37,6.104121982322862,5.055486225089274,4.243186233257356,5.0007123412364605,3.178054776101824,2.901447200052272,2.901447200052272,2.9602644905945037,2.901447200052272,3.03794663075173,3.03794663075173,3.058501398687336,2.9008912218768863,2.9008912218768863,3.03794663075173,3.2174163242980565,5.2346072946910365,5.474275570208812,5.474275570208812,5.813698796739549,5.977844014791232,6.051832562107547,6.051832562107547,5.5624264363344,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,2697.834472466252,2697.834472466252,2792.2776882321245,2885.353611173196,2792.2776882321245
X41,2.1978547495688887,2.1978547495688887,2.1978547495688887,2.1978547495688887,2.1978547495688887,2.1974705988575893,2.0665314591621406,2.0665314591621406,2.0665314591621406,2.0665314591621406,2.0665314591621406,2.0665314591621406,2.0674146244437868,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,2.1974705988575893,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,51.47600686405901,1560.9917877232706,1560.9917877232706,1510.6372139257455,1629.2765607483136,1559.8407318474106
X42,1.3021617121910647,0.6756528713516514,0.6710019381308238,0.6649458296331617,0.6408654376109244,0.4573497745693885,0.7223418755155435,0.4376623464059485,0.437217303482702,0.4431291883082894,0.27429664496244466,0.4431291883082894,0.5907504829797205,2.3838177246188805,2.3838177246188805,2.3838177246188805,2.3838177246188805,2.3838177246188805,0.9942621826595944,2.4198218236123155,2.4198218236123155,1.6475649582135028,2.4198218236123155,2.3838177246188805,50.61664167285886,51.86560729922704,51.86560729922704,23.817891836984924,47.437846747451275,51.86560729922704,51.23876387867039,11.863497149833398,46.815724541639746,47.437846747451275,551.2414037755487,1357.7848840427564,1677.9677175731665,1739.1650352281463,1684.2160210095205
X43,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.4340733648998026,0.42922725022091057,0.42922725022091057,0.42922725022091057,0.42922725022091057,14.747647500510027,16.39450512224337,16.39450512224337,16.39450512224337,16.39450512224337,16.39450512224337,16.39450512224337,16.39450512224337,16.39450512224337,16.39450512224337,477.2940943766969,470.3089426412043,454.6528112131894,472.39000251203714,457.45067512270896
X44,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.9976642912760876,0.9976642912760876,0.8251257481335514,0.8251257481335514,0.9208869967058658,0.7300070649863012,0.7300070649863012,0.8251257481335514,0.8251257481335514,0.8251257481335514,0.8251257481335514,0.9208869967058658,0.7300070649863012,0.7300070649863012,0.7300070649863012,0.7300070649863012,43.602709109527815,43.602709109527815,49.840008689453356,43.602709109527815,45.560616299201115,45.560616299201115,45.391236097577924,49.840008689453356,43.602709109527815,43.602709109527815,1409.0511648886234,1410.6236128636042,1343.4839350534855,1411.3883131840967,1368.6186648096846
X47,0.06596682413961072,0.0657535474554742,0.0657535474554742,0.0657535474554742,0.0657535474554742,0.0657535474554742,0.06594635117908715,0.06594635117908715,0.06594635117908715,0.055328617146817916,0.09629021786327142,0.09629021786327142,0.09629021786327142,0.05421546633469152,0.05421546633469152,0.05240159080566666,0.05351474161779305,0.2387917077015156,0.2387917077015156,0.19968986392032967,0.19968986392032967,0.19968986392032967,0.19968986392032967,0.05451927412807471,3.343439625814716,3.754844562123632,4.032256642783923,4.032256642783923,3.724776936798449,3.724776936798449,4.032256642783923,3.724776936798449,3.5512163273374413,3.843754181814206,51.119770244988786,50.41241680981013,103.84105367124901,103.78221065258316,101.74325623290531
X50,5.9970466946179934,5.583388618785532,5.548246660642056,5.4986226671991085,4.9510694855699,4.702834793869312,5.272246204803436,5.0674414280802615,5.051476779756554,4.909856333720965,4.909856333720965,4.8138695558721585,4.8795803953666415,4.909856333720965,4.8795803953666415,4.8795803953666415,6.225182945202795,6.448099140511537,6.785059437613343,6.785059437613343,6.785059437613343,6.745912308492688,6.745912308492688,6.698189145342893,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,102.94538181716844,3018.1537761572545,3018.1537761572545,3145.991255409577,3250.8576305898964,3145.991255409577
X51,16.34675014134167,15.971566408419509,15.646595838620966,15.417266635607744,13.607728786406,11.556456421911086,11.127798127533696,10.815803683809268,10.60593978739314,10.815803683809268,11.046978285256584,11.35897272898101,12.223374972928456,14.961997728641222,15.897125651179342,16.252748849142158,16.252748849142158,17.517824227553906,17.946491189073374,17.946491189073374,17.946491189073374,17.946491189073374,17.347971665850228,17.347971665850228,355.04223307684265,355.04223307684265,355.04223307684265,355.04223307684265,355.04223307684265,355.04223307684265,355.04223307684265,355.04223307684265,355.04223307684265,369.05702141477366,10211.261387641827,12067.729918537607,14339.88485974844,14782.689923974032,14326.989600803183
X55,9.011347910852383,2.1035336629397383,2.3546478790492102,4.8392000711221534,4.8392000711221534,4.8392000711221534,2.3546478790492102,2.3546478790492102,12.976877202732036,15.57931776795521,16.875064166597955,16.875064166597955,16.073286430705398,16.073286430705398,16.290991859839608,16.98682390411141,16.495414907378315,16.495414907378315,16.495414907378315,16.495414907378315,16.495414907378315,16.495414907378315,16.495414907378315,14.365722237599158,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,259.9026849548761,6984.524350051705,6984.524350051705,8105.743359768934,8422.281116969234,8154.869146180117
X59,2.985708659673689,3.4287178994447003,3.4287178994447003,3.01952587628756,4.558089464151923,3.4287178994447003,4.558089464151923,3.4287178994447003,5.7720297184698905,7.238750975054152,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.78290874281399,7.240142691377812,7.240142691377812,7.240142691377812,-79454472.30482101,-79469552.3190361,-79469552.3190361,-79469550.79543972,-79469550.79543972,-79454472.30482101,-79454503.37402156,-79454472.30482101,-79469552.3190361,-79469583.38823664,1525.9851632574866,1525.030675104192,1499.986062473804,1550.0386407846731,1519.748041925762
X61,1.3479368019481512,1.789933769966035,1.7520333449346628,2.1016658833195754,1.8871735466846944,1.6692811604320543,1.867487212807872,1.867487212807872,2.9622478342072562,3.1441139167978616,3.4826250520596305,3.363357744496113,3.363357744496113,3.3525372157042272,3.363357744496113,3.4307871955571376,3.3667706591653697,3.436808598109405,3.4623908189904995,3.2266511553889865,3.0925585663095934,3.0925585663095934,3.0925585663095934,3.0925585663095934,61.226986983291,61.226986983291,61.226986983291,61.226986983291,61.226986983291,61.226986983291,50.939571429316814,61.226986983291,61.226986983291,51.80594043482024,1756.0350065403327,1734.6721549357055,1531.547450699346,1582.0515565481874,1531.547450699346
X62,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.27954922359972106,0.27954922359972106,0.2811523232162361,0.2815659533539845,0.2815659533539845,0.2815659533539845,0.2842327568797097,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.27912935202746464,0.2896427798965832,0.27910515644747924,0.27910515644747924,0.27910515644747924,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,7.042473979302298,212.05634664934163,211.9244468313287,207.97875857092163,214.91138385661898,207.97875857092163
X67,0.4879883847102949,0.3484418851504676,0.3484418851504676,0.3484418851504676,0.3484418851504676,0.3484418851504676,0.4368245585544678,0.4368245585544678,0.4368245585544678,0.4908376569631381,0.4621903811062552,0.5124122384950877,0.4260455851714229,0.4260455851714229,0.3758237277825904,0.4260455851714229,0.4260455851714229,0.5181231232271566,0.4848109139878692,0.4848109139878692,0.3276256103870981,0.3276256103870981,0.3276256103870981,0.3276256103870981,12.166613840161029,21.121589318857463,14.451368899588209,16.311472473487058,21.19053111199433,14.451368899588209,20.441052796736,12.737582968679902,14.77960450163012,14.53687097515316,563.9512443549079,566.85018332565,559.8198965835518,696.9448309050363,672.1643279861755
X68,2.8161318967209943,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.8096389411211313,3.7993109086127927,3.7993109086127927,3.7993109086127927,3.7993109086127927,3.795474443843038,3.795474443843038,3.795474443843038,3.795474443843038,3.795474443843038,3.795474443843038,3.7406343950039673,3.7406343950039673,3.7406343950039673,3.7406343950039673,97.46178210655718,53.02422123875054,98.66103986813864,97.26999449588152,98.46079584201956,97.61184093057136,57.32302366194196,98.36135293873377,90.09259449932684,93.30023073795158,2408.156985501384,2414.171477036084,2335.4280113008595,2408.156985501384,2334.5120103804447
X70,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4602511553645101,0.4603712724278446,0.4412907896150821,0.4412907896150821,0.4603712724278446,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,0.4412907896150821,3.6115283007281023,9.010462001687587,9.69597919872982,9.50241736116519,10.749656397975011,10.749656397975011,3.800445775103542,3.642650405880069,9.298600090391895,10.224791941702712,287.1730308383189,307.3547616495092,388.27440318241287,389.4869106350952,639.9053413745062
X73,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04064778416687082,0.04060222399141803,0.08913291466147953,0.10133194696379727,0.08763574217857224,0.08909115578450043,0.08909115578450043,0.08987836156574741,0.09472485717569368,0.09472485717569368,0.0875642313360951,0.0875642313360951,0.08739758889437599,0.05109798635447437,0.04993086895546737,0.04993086895546737,1.4750050874223124,2.053385245024196,1.9932279153239785,2.053385245024196,2.053385245024196,2.053385245024196,1.4750050874223124,1.4750050874223124,2.053385245024196,1.9932279153239785,64.84797714393072,16.399588618498484,15.870569630804985,16.399588618498484,15.898791408696672
