,meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
0,X26,1.2447595344047737,1.2550301403094266,1.2550301403094266,1.2550301403094266,1.4166281487512795,1.4329997837749255,1.42798841329769,1.431365317671371,1.4446090237893792,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4272455778618198,1.4416942596188214,1.432484692572702,1.4446090237893792,1.4446090237893792,1.4446090237893792,1.432484692572702,1.4446090237893792,1.4272455778618198,1.4272455778618198
0,X303,0.42185198640518157,0.489020477114608,0.4513725710888838,0.4596673427431516,0.466373937680403,0.4565638340511777,0.43687604725818147,0.4344814500383698,0.44100568659396544,0.5238239643973697,0.5433982090859218,0.5795103558944574,0.6000698724575262,0.658889195008954,0.719597471587812,0.7646288885880594,0.7605337815575451,0.7526145967002044,0.7303379132886346,0.7081956254807166,0.7804065674212328,0.7524937615338805,0.6932404168827359,0.6148651603155779
0,X241,0.2020571877143913,0.21776093774650862,0.20734770010262327,0.2271666911322609,0.2174182252431943,0.2536971572482947,0.2999713432775853,0.2844960407412334,0.27689982025782706,0.2570906960193701,0.25548042808339977,0.2580435385274865,0.26788547653758404,0.25218309392126015,0.2721409925195061,0.2538639098764098,0.25196451638756984,0.26194993542981304,0.2894538032698469,0.28854966920537795,0.2950804916245651,0.28403721860343006,0.2620109428277011,0.23667831106338727
0,X435,0.2999244109267627,0.32335599624024164,0.26367341576615105,0.29686917690270165,0.3114923706270687,0.3104045437087305,0.2973844097768788,0.3088730890513091,0.3205304091439474,0.30924250947513854,0.30749683253038207,0.31580591257435325,0.30164849433207697,0.30749683253038207,0.3293935791357183,0.2964395087257711,0.2956711250288,0.31966310391833075,0.3208711545890918,0.35406060050285826,0.33639013970694764,0.4082728839064713,0.4012749426606679,0.3823371421000671
0,X402,0.2694825759608652,0.2694825759608652,0.2538236647611185,0.27255030221293053,0.2728692817688405,0.2728692817688405,0.2688903105438659,0.31200968191654427,0.3157374073682947,0.3671368106921716,0.39339894176467544,0.3997617906431365,0.3997617906431365,0.41942130045045956,0.43233528745222655,0.4328475657956513,0.4392185653022577,0.4243029570766672,0.41513924919879214,0.4200962653624148,0.41355016461787136,0.41811593242358147,0.403881094795227,0.36990636050453035
0,X352,0.22816528367936964,0.28094094556658966,0.15998269079524624,0.16798802730979948,0.1672074998355905,0.15981643265185655,0.16094423012525202,0.15903590517764762,0.15903590517764762,0.19558908811435036,0.2915614870822165,0.30326817095390857,0.299080593424931,0.28727617881168344,0.28872783485609677,0.28900489064022966,0.28727617881168344,0.28727617881168344,0.29648979043860835,0.3334414229349587,0.31082561855663926,0.2932552184520005,0.320016915919836,0.3218032545553878
0,X305,0.3993036533779628,0.38760267864490383,0.3474481981515429,0.3890920433398058,0.3359493010342031,0.3359493010342031,0.34689862239554464,0.38968660041682457,0.4397339121644305,0.4603262558806583,0.49828913090206683,0.4609133994139706,0.45813922952903213,0.45163766026828894,0.4670831340794643,0.48113903152542176,0.4715470854709128,0.5266269929190324,0.5410699947601553,0.535075061680428,0.5320159870310258,0.5552563626674002,0.5640864675061811,0.5658456106432381
0,X350,0.27353310166576966,0.29453943971168656,0.2477194197726931,0.26941894297080615,0.269042076078779,0.2715122338303543,0.2718891007223814,0.2734638154435646,0.3160501245899997,0.30612640121288254,0.31661212914098885,0.30612640121288254,0.3051417019267891,0.3047648350347619,0.30893989792324084,0.3449031862851363,0.3456404361275852,0.35295948033545216,0.388717980363926,0.3691572718472144,0.3734958516618962,0.4144680202405154,0.4578704415378931,0.437530308936703
0,X326,0.125060422286758,0.1445496067553106,0.0969181820655306,0.12617540587170598,0.12366768834470386,0.12366768834470386,0.12377334621343908,0.12708568539492565,0.12963183759272157,0.1294719493872185,0.11482553132271002,0.12752357523943444,0.13011032344756077,0.13036932587627834,0.1279830618839855,0.12539631367585916,0.1373653556962907,0.11482553132271002,0.14845282535895918,0.14116919233415431,0.13710142603104566,0.18212262475402755,0.18212262475402755,0.15716682685887795
0,X299,0.2571478788246026,0.2572320003154519,0.20466146120036385,0.26090573001241674,0.25511542425019157,0.2901653276209191,0.30746603295318353,0.25029168732496737,0.26981123545927144,0.2250425394463164,0.22637159400354803,0.23773309528688877,0.247353188008318,0.247353188008318,0.25258807801267813,0.2634299039085304,0.2572086211804932,0.2680161424396759,0.29510532848505033,0.31184148476054274,0.2764080661292477,0.2900235789066793,0.3171441328945264,0.3065638866475611
