,meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
0,X166,0.4598208875415419,0.5243085391431687,0.33213461131225896,0.3199925317660009,0.3199925317660009,0.3199925317660009,0.3199925317660009,0.3577025192242966,0.42431511994573834,0.6210845927346214,0.6559912431065451,0.6311480371332805,0.5811622732325858,0.5445616505873363,0.5532090854605205,0.6616341084520656,0.6559912431065451,0.6547196398736161,0.6313875571248353,0.6440727338611802,0.6440727338611802,0.6440727338611802,0.6440727338611802,0.6440727338611802
0,X472,0.2066111322291568,0.20878908489457976,0.15537539818433055,0.22764109209634972,0.1887547087924885,0.1887547087924885,0.27922765398557525,0.336768380486359,0.311778655916754,0.32231664890783596,0.32161144151925775,0.3285115890828392,0.3408051295881568,0.3412028051554579,0.3412028051554579,0.32677250911025213,0.3419548045166978,0.37385461301342054,0.37848647999833884,0.39827398117019275,0.38966108451897763,0.3028361010341968,0.27729205599871887,0.2680740434756187
0,X275,0.4773896965911328,0.5166374793895493,0.36243528175210504,0.4553149196564364,0.5127802533555587,0.5544772933435075,0.523211382796204,0.45924377814704376,0.42151366728768763,0.44332439881202157,0.41199446406874557,0.4344414126893197,0.4141537067222717,0.4292163824539536,0.41314087191416743,0.4515920309659904,0.4559654841199228,0.421889707239765,0.46659797966126026,0.5336026751989326,0.5067262981557454,0.5035072397801034,0.5065951547378679,0.4669713951929047
0,X126,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.19595787076342305,0.20392389672654404,0.20392389672654404,0.19848801693779428,0.19848801693779428,0.2783525246219531,0.2783525246219531,0.2577199808918261,0.20041505624065606,0.19541470420986762,0.19541470420986762,0.19541470420986762,0.19541470420986762,0.19541470420986762,0.19541470420986762
0,X120,0.4779238233692688,0.4779238233692688,0.4779238233692688,0.4779238233692688,0.4779238233692688,0.4779238233692688,0.4779238233692688,0.4779238233692688,0.48884476074795974,0.48884476074795974,0.48884476074795974,0.513925823126853,0.48884476074795974,0.48884476074795974,0.48884476074795974,0.48884476074795974,0.5474297554140453,0.5474297554140453,0.48884476074795974,0.48884476074795974,0.48884476074795974,0.48884476074795974,0.48884476074795974,0.48884476074795974
0,X313,0.1755896334175068,0.17430656500757513,0.13449894175484234,0.16127268830117514,0.14014451036755737,0.14561184658587195,0.14561184658587195,0.14093678163493478,0.14913646004047124,0.21342325975558887,0.21902705508181275,0.2534591774805334,0.27779149191235253,0.3050991679808986,0.3233949438144059,0.32590567584369196,0.21478954125712663,0.21478954125712663,0.20994566350924193,0.21775182918367372,0.21290795143578903,0.2194247580388868,0.2145808802910021,0.2194247580388868
0,X201,0.2505674287864635,0.3140739484270945,0.241641981644483,0.24846789822623092,0.25716061007726215,0.24846789822623092,0.25665008956979696,0.2826311647351712,0.3476357526208135,0.38783016128333403,0.3810720110706785,0.40665344205047366,0.4218607453459722,0.4218607453459722,0.4218607453459722,0.4218607453459722,0.43465893195472527,0.5654852657423954,0.6535083731175961,0.6529675644673,0.6041194170793271,0.608919712519164,0.5799944000108389,0.3674743553027103
0,X110,0.4336480351649064,0.4410890821394829,0.4410890821394829,0.4410890821394829,0.4410890821394829,0.4410890821394829,0.4410890821394829,0.4410890821394829,0.4410890821394829,0.4882511361209844,0.7451238551856977,0.5395337587818839,0.5387983041215378,0.7451238551856977,0.543739040261831,0.543739040261831,0.5391962280484619,0.5249966070413632,0.7451238551856977,0.5262688249730124,0.5262688249730124,0.5262688249730124,0.4902797061027242,0.5299373431816563
0,X408,0.30810656827305005,0.32048076392447167,0.2986673170277764,0.2986673170277764,0.2986673170277764,0.2986673170277764,0.4076423871932765,0.38277915141436386,0.33370317179793074,0.3762633474451572,0.39988256058037575,0.39988256058037575,0.36479066290611567,0.4010786163612688,0.4388426833457429,0.3878235209188738,0.49087831641407703,0.4984553047746452,0.43280781866340307,0.43150614128140646,0.43973146756812626,0.4529279165877931,0.4113759288302154,0.4532269124895657
0,X62,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.2851209723524267,0.27954922359972106,0.27954922359972106,0.2811523232162361,0.28156595335398454,0.28156595335398454,0.28156595335398454,0.28423275687970967,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.28356249195476163,0.27912935202746464,0.2896427798965832,0.27910515644747924,0.27910515644747924,0.27910515644747924
