,meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
0,X449,0.1835162940382322,0.20573826447050986,0.15264380934701155,0.19485966762945373,0.1941622635830604,0.21895457682425662,0.19729506326183585,0.24101846423333234,0.32265849117036993,0.4415462352258909,0.42249960658250985,0.3459964433514997,0.3211493312090009,0.3304479964109938,0.34642414881227257,0.3192824141033983,0.3308346353709869,0.3411044985417058,0.41639618098170067,0.4397948884897807,0.4468065603489295,0.3960329786136076,0.3205633448994875,0.2827054926223982
0,X383,0.20633910044859566,0.20650534909423113,0.1319804830028883,0.14444529737003076,0.14485863926206144,0.13730738052630262,0.12769964470349848,0.1824665410113289,0.28215717603658874,0.358005529685003,0.36460416945170304,0.32073381904130166,0.2531087443466673,0.2530714485596956,0.25650215520641806,0.24814653705907025,0.24676966938987524,0.24914437262584,0.23939232250699427,0.31313954015143214,0.29159407196749054,0.32732275716138676,0.3534395654667509,0.32552633521443036
0,X473,0.15841439527328083,0.18678007137511496,0.19687633671062843,0.15838183847501716,0.15838183847501716,0.18586231179816265,0.18464678356988673,0.3073523002015486,0.2579061471953157,0.15909854344126928,0.19093549919614566,0.1734758462204784,0.17138544107908277,0.17138544107908277,0.15920543937020484,0.15920543937020484,0.15920543937020484,0.21196239729453806,0.18834342681197636,0.23596898275100736,0.21504829243562,0.2497021620254839,0.2497021620254839,0.25738766661840906
0,X205,0.3447509931295231,0.3673713619245762,0.34321068736234506,0.3544952444885758,0.3544952444885758,0.36304645531437135,0.4043101503702016,0.36843730355880383,0.4522516840783124,0.42370152154439134,0.4009093950102863,0.3780079074230704,0.3780079074230704,0.41696981026587704,0.4449791228760438,0.42551388490164077,0.4449791228760438,0.41696981026587704,0.4372670626932305,0.4403848533057273,0.4403848533057273,0.4403848533057273,0.43017005666012337,0.43017005666012337
0,X35,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693,0.006006590071853693
0,X161,0.5854515715043107,0.5057179018464578,0.3718281782275751,0.3927751887840615,0.3927751887840615,0.4003766604856022,0.39575609453001576,0.43871853771989655,0.4335703632172472,0.45146176256538306,0.5151544052773195,0.5228132895069199,0.49739834364091184,0.515521692898751,0.515521692898751,0.5252910349350938,0.517999438326925,0.5191422134630201,0.5440148394281519,0.6961771147960419,0.7242661828081417,0.756843701000534,0.809889782566629,0.7674466645510917
0,X403,0.16914071763507765,0.15663447761068325,0.10301193077863088,0.12597461778400484,0.12597461778400484,0.12597461778400484,0.12674592813589913,0.14489785811653808,0.126943729764196,0.15385938127297677,0.1924745313209436,0.23513997460788072,0.22274064338018176,0.1813809807118744,0.17307398935406912,0.16466907320556282,0.1697862798643543,0.16226178179360293,0.15577616457104024,0.16300927678479124,0.19089906304286683,0.19785523074614222,0.18610414193383404,0.20079959126815006
0,X341,0.22904750588858658,0.2845182221073425,0.2437297029459902,0.2822011684353839,0.24821199115659678,0.18010341941835134,0.1963004630889781,0.18398035036203883,0.1745035443281995,0.1745035443281995,0.21906549492042748,0.26880814211846615,0.26880814211846615,0.26880814211846615,0.35827743695357944,0.39476392977368796,0.40601306704281304,0.44646893953358696,0.38975892032279,0.3831696881660346,0.3831696881660346,0.3783945809298755,0.3783945809298755,0.3783945809298755
0,X149,0.27641938301033203,0.26871059437362715,0.26023384795339705,0.25925660577723963,0.257849526786021,0.257849526786021,0.28870556665568625,0.383511161125764,0.3692476935543748,0.3942971689697355,0.39533919673822865,0.40460980032280036,0.40460980032280036,0.3377689942373458,0.3104802548978768,0.3104802548978768,0.3104802548978768,0.3104802548978768,0.3097721448379843,0.4309546173215522,0.46117402682117,0.4572880816291692,0.4432906643841128,0.37425717460267804
0,X82,0.29818864101241366,0.29818864101241366,0.29818864101241366,0.29818864101241366,0.29818864101241366,0.29818864101241366,0.29818864101241366,0.29818864101241366,0.3279579325379834,0.33767403893389514,0.33767403893389514,0.33767403893389514,0.33767403893389514,0.33767403893389514,0.33767403893389514,0.33767403893389514,0.3447961535178514,0.33767403893389514,0.3412861703001165,0.3378359040123284,0.3286757748980651,0.32198992220541445,0.32198992220541445,0.32198992220541445
