,meter_id,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d
0,X449,8.273547013477499,8.537355759430723,8.624934086155191,8.624934086155191,8.537355759430723,8.273547013477499,7.695400480788598,7.695400480788598,8.216126992992244,8.537355759430723
0,X383,5.478009561168307,5.41426946560816,5.6703799952720715,5.613120112146261,5.711213019476368,5.7559166263192925,5.53409635865561,5.1362931506590135,5.424929663325476,5.043841627013697
0,X473,4.29828814437878,4.30200907770273,4.311217945526297,4.311217945526297,4.298110099287209,4.29828814437878,4.285180298139692,4.285180298139692,4.311217945526297,4.302956241734939
0,X205,8.970855879344134,9.086079468929274,9.086079468929274,9.086079468929274,9.086079468929274,9.086079468929274,9.285749520155816,9.305156154417649,9.499994885300268,9.190119570977123
0,X35,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277,0.14414727494329277
0,X161,10.617231698224442,8.333509112346666,10.753982061056542,10.912988289005575,26.714186111296716,10.912988289005575,10.753982061056542,10.753982061056542,10.543862632096287,10.753982061056542
0,X403,4.517222222090272,4.891746653156816,4.891746653156816,4.751614542098187,4.891746653156816,4.891746653156816,4.676588729485209,4.6744737136335885,4.230028803722964,4.751614542098187
0,X341,5.898585218411596,4.948175287390289,4.844174816248253,4.321528267470413,4.769979258964952,4.1890228085875565,5.940885132837282,6.456830719131545,4.751251880374384,4.151748110703715
0,X149,8.127169264183964,7.673059108566664,7.673059108566664,7.7607055555519056,7.126966327074654,7.040980536914332,8.036418003936848,7.704667580316785,7.095911244278574,7.541719562563692
0,X82,7.158574399534014,15.915501501834369,15.399053758367325,14.2244624227096,15.588709325744874,15.812950966310934,7.637635615785189,10.493161892110573,16.483357716632966,15.632894857466537
0,X377,4.306716682888246,4.159511828558072,4.159511828558072,4.131567723965676,4.168857800381815,4.306716682888246,4.306716682888246,4.306716682888246,4.159511828558072,4.159511828558072
0,X232,10.7986447234701,10.87350341900522,10.87350341900522,10.87350341900522,10.7986447234701,10.7986447234701,10.7986447234701,10.87350341900522,10.87350341900522,10.87350341900522
0,X333,6.624558828703786,6.263602080495066,6.263602080495066,6.263602080495066,6.47563741631568,6.0475691266159775,6.516019151544997,6.921617516785655,5.987502568053805,6.180536699823627
0,X140,11.135192938899168,11.123876846338076,11.123876846338076,11.123876846338076,11.123876846338076,11.163672691515425,11.174988784076517,11.174988784076517,11.163672691515425,11.029609572541887
0,X44,43.60270910952781,43.60270910952781,49.84000868945335,43.60270910952781,45.56061629920112,45.56061629920112,45.391236097577924,49.84000868945335,43.60270910952781,43.60270910952781
0,X37,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553,92.1317946663553
0,X42,50.61664167285886,51.865607299227044,51.865607299227044,23.817891836984924,47.437846747451275,51.865607299227044,51.23876387867038,11.863497149833398,46.81572454163975,47.437846747451275
0,X422,8.619692256727069,14.7069221091019,14.76018711664207,16.86936593529451,-0.4717706810788552,8.303395812708493,7.452857987021764,10.75676000818146,17.1960131200265,17.256319899870142
0,X50,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845,102.94538181716845
0,X386,8.16938062879215,8.189727756647416,8.227448202692457,8.028974684122426,8.227448202692457,8.028974684122426,8.028974684122426,8.196151613009407,8.189727756647416,8.028974684122426
0,X80,131.00741636860022,128.73476386929187,128.73476386929187,130.5105552171039,128.47449394568196,128.47449394568196,144.39568625696202,133.00499488248,120.36688850029742,124.23594322104537
0,X250,11.639678692788445,11.150460494508092,11.150460494508092,11.150460494508092,11.150460494508092,11.150460494508092,11.639678692788445,11.639678692788445,11.150460494508092,11.150460494508092
0,X142,10.853101429813659,10.853101429813659,11.240568768346476,10.56063991671406,10.56063991671406,10.662913298578212,11.240568768346476,10.662913298578212,10.56063991671406,11.240568768346476
0,X235,4.0035895171453655,3.971896466162772,3.980991134752902,3.654013336048965,3.685706387031559,4.012684185735496,4.012684185735496,3.7253865693972594,3.4179032030678753,3.654013336048965
0,X446,6.967287648332274,6.286010017506819,6.139049788360382,6.268955457266544,6.218237247061239,6.107793477192459,6.59452826575485,6.761064811221166,6.264142129582108,6.20704242822939
0,X331,6.538089748559257,6.763080847921119,6.726992298856113,6.763080847921119,6.763080847921119,6.763080847921119,6.763080847921119,6.691720191976525,6.691720191976525,6.498861522220049
0,X102,13.600548266828815,33.98513386940449,21.15157692841477,23.207784046723635,23.790088880736263,36.15565663671297,18.72954497837745,13.48777807654963,24.17450559814684,19.832661419683774
0,X186,6.193506925101271,6.319620661468656,6.378387258245055,6.378387258245055,6.193506925101271,6.193506925101271,6.319620661468656,6.319620661468656,6.378387258245055,6.378387258245055
0,X243,8.269342167757708,8.26656615907228,8.248101174015279,8.289122969357383,8.289122969357383,8.269342167757708,8.269342167757708,8.238306868461528,8.270904871883749,8.270904871883749
0,X194,5.0406163084445295,3.8855825028123525,4.0511424934376095,4.51851410927629,3.4958460863415586,3.7382978126373674,4.911036046022789,5.19821527816737,3.9325086336074553,3.725563170776847
0,X183,4.913350852087074,4.913350852087074,4.884485879926579,4.884485879926579,4.884485879926579,4.884485879926579,4.9082808490271255,4.9082808490271255,4.884485879926579,4.913350852087074
0,X139,10.350517384444977,8.62831985473861,8.62831985473861,8.551205660979898,8.946110965933764,8.551205660979898,10.350517384444977,9.995531934347792,8.62831985473861,8.62831985473861
0,X459,3.905593497122906,3.905593497122906,3.905593497122906,3.905593497122906,3.905593497122906,3.905593497122906,3.905593497122906,3.905593497122906,3.7892228465066355,3.905593497122906
0,X457,7.075587088236394,6.495316597419104,6.495316597419104,6.209219607550839,6.209219607550839,6.209219607550839,7.075587088236394,6.484267805431251,6.209219607550839,6.495316597419104
0,X70,3.611528300728102,9.010462001687587,9.695979198729821,9.50241736116519,10.74965639797501,10.74965639797501,3.800445775103542,3.6426504058800684,9.298600090391894,10.224791941702712
0,X368,8.887612729734785,8.310664798079653,8.348610348740284,8.348610348740284,8.10056514957863,8.347401885485182,8.896115124295111,8.787832458469852,8.364604886869282,8.310664798079653
0,X282,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122,6.897913717760122
0,X426,7.782379396507733,6.550935324190233,6.550935324190233,6.550935324190233,6.550935324190233,6.5843295417643395,7.782379396507733,7.782379396507733,6.550935324190233,6.696519015539064
0,X47,3.343439625814716,3.7548445621236324,4.032256642783923,4.032256642783923,3.7247769367984485,3.7247769367984485,4.032256642783923,3.7247769367984485,3.5512163273374413,3.843754181814206
0,X192,6.430689256797158,6.430689256797158,6.430689256797158,6.430689256797158,6.430689256797158,6.7289952617627495,6.7289952617627495,6.794532623143131,6.823331214264344,6.8007547059257085
0,X283,5.703426975020748,5.333937973023919,5.333937973023919,5.333937973023919,5.333937973023919,5.333937973023919,5.703426975020748,5.355758078042789,5.333937973023919,5.496869895730428
0,X329,6.962077727790757,5.5250889902402225,5.5250889902402225,5.5250889902402225,5.514363684394849,5.514363684394849,6.525101785549507,6.52619035761318,5.2577212647914235,5.356972425756198
0,X223,8.964273349501461,8.380258470985234,8.380258470985234,8.370797600366304,8.370797600366304,8.582178687289646,8.807005801577109,8.908811453464176,8.376667769859587,8.439455175290135
0,X266,8.345506334772844,8.042870894530298,8.45246342792069,8.771282347426864,8.581228089801614,7.58939895468598,8.72367065801494,8.699420085842604,7.801192964841661,7.3167674436349595
0,X20,20.100424007745172,23.845548752956955,20.100424007745172,11.752266127396386,20.100424007745172,20.100424007745172,23.845548752956955,11.752266127396386,11.752266127396386,20.100424007745172
0,X443,7.472710210697851,7.032394841896335,7.032394841896335,7.032394841896335,7.032394841896335,7.032394841896335,7.472710210697851,7.408524985967744,7.106077942120678,7.032394841896335
0,X347,5.830750013389997,5.826764819855404,5.889901684247008,5.830750013389997,5.889901684247008,5.889901684247008,5.889901684247008,5.826764819855404,5.889901684247008,5.830750013389997
0,X75,61.31313772729355,17.52146287882428,17.827140129146006,23.62830921428573,16.295466697708967,18.78580710927774,35.803438938878934,32.04221981691585,17.93681227688422,19.50928256966223
0,X107,3.7254385892857065,14.51741918745785,8.609523587442899,6.7278543354820535,9.698858237129215,9.698858237129215,3.7254385892857065,5.868123271199235,8.609523587442899,6.2383086656880895
0,X230,8.97364456757573,8.738412694680642,8.738412694680642,8.571261592945552,8.738412694680642,8.571261592945552,8.881469676734964,8.94011490431775,8.629906820528339,8.738412694680642
